track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Ferrari - Remix,80,172000,0,0.818,0.728,1,-5.705,0,0.0724,0.0985,0.0,0.0917,0.597,124.974,4,groove
你不是真正的快樂,53,299906,0,0.402,0.688,5,-4.747,1,0.0299,0.0761,6.75e-06,0.327,0.431,164.082,4,mandopop
Want (feat. Fave),60,101250,1,0.715,0.626,7,-7.444,1,0.29,0.345,0.0786,0.124,0.572,89.856,4,dancehall
What To Do - &ME Remix,54,504590,0,0.904,0.727,7,-9.992,0,0.0591,6.54e-05,0.86,0.0737,0.408,122.001,4,minimal-techno
Dance Monkey,53,170587,0,0.653,0.647,6,-8.149,1,0.0803,0.0244,0.000918,0.105,0.418,102.062,4,electronic
Monsieur le Maire de Niafunké,12,238906,0,0.589,0.427,5,-13.527,1,0.0295,0.804,0.905,0.124,0.376,99.648,4,afrobeat
第一次,56,263333,0,0.601,0.38,0,-8.82,1,0.0259,0.576,0.0,0.0858,0.247,104.748,4,mandopop
Angel Eléctrico - Remasterizado 2007,39,276226,0,0.321,0.694,9,-7.034,0,0.0323,0.000945,0.325,0.11,0.154,171.094,4,ska
Crisis,17,255316,0,0.354,0.425,8,-10.168,0,0.0462,0.0233,0.593,0.091,0.318,82.929,4,club
Burn the Castle,21,192478,0,0.367,0.904,11,-8.206,0,0.0629,0.000262,0.201,0.0564,0.452,143.333,4,goth
"Katso Maailmaa, Se Palaa",21,287681,0,0.401,0.887,7,-8.456,0,0.0622,0.000314,1.74e-05,0.384,0.429,156.028,4,heavy-metal
Lost Time,59,140555,0,0.481,0.0639,2,-24.46,0,0.0449,0.991,0.942,0.0922,0.301,125.058,4,piano
思念即地獄,48,240955,0,0.405,0.413,1,-9.66,1,0.0662,0.398,0.0,0.1,0.397,71.659,4,cantopop
Eu e Ela,38,249000,0,0.553,0.656,0,-10.617,0,0.0477,0.32,0.0,0.061,0.891,154.537,4,samba
Soul Mate,61,237780,0,0.44,0.376,1,-11.798,1,0.0337,0.764,0.00169,0.118,0.309,97.778,4,indie-pop
Roll Over Beethoven,60,144600,0,0.715,0.797,3,-10.154,1,0.193,0.837,0.0,0.209,0.841,92.739,4,rockabilly
Te Quiero Mas - Merengue,29,318893,0,0.685,0.554,2,-9.435,1,0.0651,0.00745,0.00093,0.252,0.668,132.445,4,salsa
Born Again,27,230693,0,0.661,0.392,7,-12.332,1,0.0609,0.0217,0.0,0.335,0.619,82.118,4,dancehall
Philophobia,58,198181,1,0.664,0.666,2,-4.5,1,0.0426,0.0126,0.235,0.0891,0.512,155.019,4,sad
Back In The U.S.S.R. - Remastered 2009,65,163453,0,0.48,0.969,9,-7.464,1,0.0854,0.069,0.00022,0.0608,0.494,142.489,4,british
Contramão,44,201341,0,0.415,0.693,7,-4.493,1,0.111,0.377,0.0,0.185,0.346,159.933,4,sertanejo
19 Jaar (Remix),35,177500,0,0.666,0.989,11,-1.823,0,0.0463,0.129,0.0,0.265,0.821,149.959,4,hardstyle
Mera Dil Bhi Kitna Pagal Hai,56,264587,0,0.371,0.412,5,-9.156,1,0.046,0.572,0.0,0.108,0.381,179.651,4,pop-film
Gözleri Kara Dilber,37,212750,0,0.476,0.469,11,-11.371,0,0.0504,0.887,2.6e-06,0.242,0.525,110.884,4,turkish
Al Claro de Luna,31,111493,0,0.419,0.288,8,-15.826,1,0.0454,0.71,0.0,0.274,0.795,145.557,3,rock-n-roll
"Aashiqui Aa Gayi(From ""Radhe Shyam"")",67,260133,0,0.527,0.495,10,-7.783,0,0.0353,0.587,0.0,0.127,0.474,122.826,4,pop
Chips & Gravy,29,149773,0,0.264,0.936,5,-5.283,1,0.073,0.0276,2.82e-05,0.27,0.56,149.127,4,garage
Freiheit is ne Hure,35,220853,0,0.297,0.652,7,-4.829,1,0.0465,0.129,0.0,0.146,0.294,142.366,3,punk-rock
1993,8,443873,0,0.796,0.468,1,-12.553,1,0.0597,0.00113,0.884,0.0884,0.124,127.988,4,detroit-techno
Zítra,34,164776,0,0.724,0.56,6,-14.134,0,0.0599,0.13,0.24,0.642,0.412,122.05,4,emo
Todaiji Temple,48,152631,0,0.748,0.612,9,-9.474,0,0.0354,0.204,0.541,0.109,0.0764,113.973,4,french
Better Off Lonely,41,270000,1,0.557,0.695,1,-4.925,1,0.0373,0.626,1.13e-06,0.0838,0.201,127.933,4,dubstep
Give a Shit,24,296306,1,0.566,0.577,2,-11.437,1,0.0371,0.541,0.113,0.142,0.49,106.51,4,bluegrass
Na hora do almoço,46,151739,0,0.627,0.774,2,-4.345,1,0.0524,0.303,3.6e-06,0.0853,0.495,124.746,4,samba
Meri Ankhon KO Bakhshee Hain Aansoo,38,655760,0,0.297,0.655,9,-13.709,1,0.055,0.662,0.00404,0.347,0.861,194.539,4,folk
Sereníssima - Ao Vivo Em São Paulo / 1999,42,297600,0,0.462,0.55,2,-8.477,1,0.125,0.747,0.0,0.183,0.632,80.663,4,r-n-b
(Sittin' On) the Dock of the Bay,76,163755,0,0.769,0.367,2,-11.226,1,0.0312,0.684,1.62e-05,0.081,0.535,103.621,4,soul
Ol' Roy the Roota,26,278466,1,0.609,0.601,2,-7.302,1,0.0927,0.633,0.0,0.127,0.732,89.043,4,comedy
Wa Wa Wahnsinnig,25,224989,0,0.415,0.963,0,-1.939,1,0.0806,0.049,0.0,0.194,0.677,127.271,4,party
These Are The Lies,54,226426,0,0.462,0.704,5,-6.687,0,0.0318,0.0165,0.0,0.108,0.503,139.86,4,punk-rock
Clean White Noise - Loopable with no fade,85,90228,0,0.0,0.00342,8,-28.46,1,0.0,0.791,1.0,0.111,0.0,0.0,0,sleep
Satin Black,61,137740,1,0.773,0.682,1,-6.329,0,0.054,0.047,0.00317,0.11,0.81,150.974,4,emo
Atordoado - Ao Vivo,33,152905,0,0.292,0.991,8,-4.86,1,0.152,8.7e-05,0.0,0.833,0.336,139.048,4,emo
Vibin' Out,65,311837,0,0.41,0.169,3,-11.422,1,0.0485,0.847,0.00327,0.117,0.208,89.494,4,soul
Kaho Poonam Na,48,270000,0,0.391,0.55,6,-7.384,0,0.0391,0.561,1.07e-05,0.0915,0.657,82.834,4,indian
Saudade Né Filha?,37,148720,0,0.753,0.728,7,-5.135,1,0.0393,0.205,0.0,0.109,0.7,126.008,4,forro
ZVVL,15,190986,0,0.544,0.918,6,-6.302,0,0.0787,0.00906,0.00922,0.202,0.296,130.128,4,synth-pop
Watercolour,35,224654,0,0.514,0.147,6,-16.931,1,0.0622,0.818,0.000883,0.11,0.339,179.956,3,songwriter
Black Mountain Blues (Rag),21,97293,0,0.465,0.474,2,-11.693,1,0.0335,0.926,0.913,0.312,0.963,64.496,4,bluegrass
Can We Kiss Forever?,77,187931,0,0.522,0.128,4,-18.717,1,0.0357,0.894,0.026,0.0941,0.124,109.986,4,sad
"I Will (From ""Ao Haru Ride"")",42,139760,0,0.452,0.172,4,-17.752,0,0.0889,0.982,0.907,0.0953,0.302,141.795,4,piano
"Coppélia: Coppélia, Act II: Musique des automates",29,113933,0,0.499,0.177,4,-25.878,1,0.0422,0.901,0.561,0.312,0.56,125.939,4,opera
Hate Me,48,380053,1,0.458,0.684,4,-5.664,0,0.0335,0.506,0.0,0.0947,0.198,92.648,4,grunge
Sugar Magnolia - 2015 Remaster,26,197440,0,0.607,0.577,1,-10.147,0,0.0434,0.169,0.0,0.12,0.669,154.498,4,psych-rock
Quando Ela Descobrir - Ao Vivo,49,165756,0,0.492,0.859,9,-4.133,1,0.0719,0.331,0.0,0.0603,0.777,167.952,4,sertanejo
致姗姗来迟的你,52,246022,0,0.697,0.628,6,-7.194,0,0.0362,0.418,0.0,0.373,0.741,119.99,4,mandopop
"Los Pikis Exitos de Salsa Erótica, Vol. 2",40,1534315,0,0.554,0.825,0,-5.457,1,0.0728,0.342,0.0,0.152,0.848,91.464,4,reggaeton
I Miss You,78,227250,0,0.423,0.714,11,-8.295,1,0.045,0.00113,6.28e-06,0.0855,0.593,110.017,4,punk
Ponto Fraco / Dividido / Sonhos e Planos - Sou Eu - Ao Vivo,43,301685,0,0.58,0.778,11,-7.148,1,0.0482,0.728,0.0,0.739,0.859,167.999,4,pagode
Tired Eyes,55,163604,0,0.742,0.663,10,-6.506,0,0.0397,0.107,0.000732,0.106,0.411,134.99,4,sad
Abolition,14,53320,0,0.348,0.895,0,-8.611,1,0.0881,1.49e-05,0.9,0.12,0.339,125.437,4,grindcore
"Milne Hai Mujhse Aayi (From ""Aashiqui 2"")",57,295798,0,0.515,0.707,11,-5.467,0,0.0426,0.0357,0.0,0.134,0.304,143.752,4,pop-film
Alles was war,36,191626,0,0.553,0.923,0,-2.076,1,0.0398,0.000606,0.0,0.148,0.589,111.012,4,punk-rock
Slow Down,63,234595,0,0.729,0.338,5,-12.816,1,0.116,0.892,0.000295,0.118,0.184,119.345,4,chill
Eu Te Amo,38,196466,0,0.445,0.884,9,-2.238,1,0.0614,0.351,0.0,0.105,0.605,179.008,4,forro
Charlotte Breakdown,21,142280,0,0.447,0.843,2,-5.801,1,0.0362,0.177,0.833,0.377,0.861,160.613,4,bluegrass
Before Tomorrow Comes,45,246786,0,0.35,0.975,3,-3.242,1,0.129,8.65e-05,1.36e-05,0.216,0.267,160.069,4,grunge
Depresi,30,65664,0,0.346,0.998,11,-2.866,0,0.224,0.000194,0.884,0.189,0.309,171.865,4,hardcore
Ping Pong - Hardwell Remix,55,180923,0,0.575,0.985,6,-3.493,1,0.0747,0.00379,0.155,0.0471,0.0762,129.956,4,progressive-house
Vår Verklighet,22,234666,1,0.687,0.692,6,-7.731,0,0.269,0.00607,0.0,0.0716,0.459,91.937,4,goth
Define,59,232129,0,0.405,0.808,0,-3.867,0,0.0355,0.18,0.000412,0.133,0.32,122.043,4,groove
Closer (feat. Lilly Ahlberg),56,169901,0,0.7,0.782,3,-4.631,1,0.0542,0.449,0.0,0.143,0.68,124.969,4,groove
Ain't No Reason,57,220306,0,0.615,0.358,5,-9.694,1,0.0552,0.705,0.0,0.113,0.432,146.06,4,acoustic
一生一次,23,280000,0,0.626,0.663,1,-11.866,1,0.0354,0.745,0.000173,0.108,0.761,140.283,4,mandopop
where do we go when we fall in love,56,101100,0,0.561,0.364,7,-11.111,1,0.0286,0.812,8.94e-06,0.268,0.233,137.911,4,chill
From The Ritz To The Rubble,69,193426,0,0.216,0.882,11,-5.176,0,0.0439,0.00147,0.0,0.308,0.656,189.286,4,garage
Flight of the Eagle (Piano and Cello),23,236667,0,0.345,0.225,3,-14.256,1,0.0312,0.984,0.825,0.112,0.139,111.579,4,new-age
Rock-a-Bye Baby,21,211353,0,0.517,0.0322,7,-25.049,1,0.0401,0.989,0.904,0.0828,0.358,109.704,3,new-age
Cornflake Girl - 2015 Remaster,33,305533,0,0.621,0.684,7,-7.949,1,0.0289,0.518,0.00761,0.366,0.847,133.803,4,piano
よふかしのうた,57,240000,0,0.736,0.975,5,-2.671,0,0.182,0.154,0.0,0.359,0.927,115.057,4,j-pop
Vou Desligar - Ao Vivo,44,150790,0,0.726,0.667,9,-4.757,1,0.0391,0.206,0.0,0.0893,0.288,82.041,3,sertanejo
Me dá o Poder de Filho,47,221506,0,0.614,0.368,7,-7.507,1,0.0366,0.777,0.0,0.0911,0.346,119.873,4,brazil
You'll Never Walk Alone - Stereo; 1997 Remaster,55,164173,0,0.48,0.235,0,-12.636,1,0.0318,0.172,4.56e-06,0.234,0.295,113.33,3,british
Are you even real,58,157988,0,0.785,0.287,1,-14.942,1,0.0597,0.627,0.0698,0.085,0.244,114.003,4,sad
White Lies,18,293369,0,0.685,0.633,2,-6.967,1,0.0709,0.0259,0.824,0.0626,0.147,173.985,4,drum-and-bass
Our Distance,42,323573,0,0.302,0.0288,0,-26.078,1,0.0491,0.956,0.805,0.101,0.069,119.592,4,ambient
Tend,55,293377,0,0.517,0.155,11,-13.335,1,0.032,0.877,0.0,0.103,0.223,135.203,4,world-music
Deep End,51,208421,0,0.63,0.706,5,-5.989,1,0.0289,0.0991,0.0,0.119,0.215,114.028,4,dub
Inner Horizon,6,324253,0,0.0682,0.576,8,-18.36,0,0.0701,0.833,0.935,0.0685,0.0367,64.693,3,iranian
Aquela Paz,49,176960,0,0.586,0.487,11,-9.29,1,0.0341,0.769,0.0001,0.181,0.693,123.897,5,alt-rock
Canção Com Teu Nome,40,254185,0,0.647,0.292,2,-10.813,1,0.0286,0.725,0.0,0.138,0.353,115.982,4,mpb
She Don't Text Afrobeat,42,106728,0,0.752,0.812,11,-3.648,0,0.195,0.29,0.00131,0.0573,0.541,144.014,4,club
Keep Ya Head Up,71,262506,1,0.598,0.732,4,-7.013,1,0.425,0.144,0.0,0.508,0.595,172.329,4,funk
Seve - Radio Edit,69,210853,0,0.74,0.831,5,-7.321,1,0.0456,0.444,0.00304,0.0769,0.448,121.034,4,house
Dancin (feat. Luvli) - Philip George Remix,22,421933,0,0.711,0.551,10,-11.345,0,0.0515,0.0025,0.00089,0.0541,0.634,124.001,4,chicago-house
Light Up The Sky (feat. Scott Stapp),48,284425,0,0.165,0.664,7,-4.064,1,0.038,0.104,5.65e-05,0.147,0.154,150.069,4,dub
Allt ljus på mej,36,253440,0,0.663,0.561,3,-9.92,0,0.0345,0.106,0.0242,0.144,0.865,106.869,4,swedish
Season Song,49,255320,0,0.566,0.885,2,-7.694,0,0.0339,0.0156,0.0315,0.194,0.852,96.013,4,trip-hop
Night Melody,29,322374,0,0.613,0.505,4,-14.213,0,0.0422,0.0711,0.898,0.0601,0.0687,115.989,4,idm
Welcome to Wonderland,71,199131,0,0.703,0.179,4,-10.906,1,0.0366,0.949,0.0,0.102,0.346,97.427,3,songwriter
All My Favorite Songs (feat. AJR),63,170720,0,0.605,0.7,4,-6.47,1,0.0277,0.00998,0.0,0.116,0.588,84.962,4,power-pop
I Believe,76,147007,0,0.711,0.681,10,-7.459,1,0.0263,0.124,0.0,0.262,0.775,118.021,4,german
Sally Ann,20,129053,0,0.354,0.756,7,-8.361,1,0.0353,0.0585,0.933,0.242,0.967,135.4,4,bluegrass
Que Loucura! (Versão Acústica),38,214000,0,0.598,0.877,7,-4.381,1,0.027,0.207,0.00572,0.811,0.695,127.79,4,punk
Promises,29,256333,0,0.444,0.86,5,-4.151,0,0.0367,0.00355,1.29e-06,0.105,0.421,156.142,4,grunge
香港戀情,27,195840,0,0.57,0.433,8,-9.244,1,0.0353,0.626,1.01e-05,0.223,0.397,91.042,4,mandopop
Menschen,23,241373,0,0.583,0.987,10,-6.273,0,0.0431,0.00298,0.223,0.0857,0.656,129.999,4,industrial
Hate Myself,16,133040,0,0.279,0.993,8,-2.279,1,0.116,3.14e-06,0.817,0.0841,0.0569,109.718,4,grindcore
Boku no Sensou - TV Size,59,90960,0,0.447,0.891,9,-4.776,1,0.0788,0.00447,0.000905,0.39,0.517,143.976,4,j-rock
Me Llamas,52,211337,0,0.717,0.521,9,-9.686,0,0.0401,0.022,0.00123,0.0903,0.202,99.986,4,latino
Midnight,49,204577,0,0.58,0.839,0,-4.371,1,0.0372,0.00873,0.666,0.103,0.276,174.019,4,drum-and-bass
Ref:rain,60,289986,0,0.472,0.672,7,-4.297,1,0.0287,0.0343,0.0,0.0936,0.313,77.982,4,j-pop
Te Amo Espírito Santo,39,265546,0,0.666,0.598,7,-7.728,1,0.0234,0.535,8.23e-05,0.141,0.371,93.971,4,gospel
Get Outta My Bass,10,325566,0,0.858,0.467,7,-9.868,1,0.0981,0.00622,0.72,0.0723,0.359,124.01,4,chicago-house
Killer Haseena,56,160380,0,0.615,0.785,1,-6.151,0,0.0402,0.00244,0.0,0.16,0.376,96.946,4,pop-film
Rock with You - Single Version,75,220626,0,0.808,0.535,1,-12.521,1,0.0353,0.179,9.91e-05,0.158,0.848,114.031,4,soul
Maya,41,274424,0,0.862,0.625,9,-4.742,0,0.231,0.392,5.96e-05,0.109,0.648,140.102,4,electronic
Retrograde,64,223600,0,0.533,0.251,7,-11.283,0,0.0372,0.873,0.104,0.134,0.186,77.503,4,electronic
We'll Be a Dream (feat. Demi Lovato),22,233066,0,0.434,0.702,9,-4.681,1,0.0305,0.00346,0.0,0.232,0.15,159.94,4,punk-rock
Se Nos Rompio El Amor,31,355762,0,0.751,0.72,10,-10.727,0,0.0452,0.484,1.59e-05,0.129,0.895,91.638,4,salsa
Come Cosas Sanas,27,54026,0,0.58,0.651,7,-5.977,1,0.0945,0.574,0.0,0.109,0.412,169.969,4,disney
Liggi,68,181176,0,0.786,0.667,5,-8.272,1,0.054,0.0112,0.053,0.074,0.688,102.046,4,edm
Body Movin'/Probe Medley,12,212413,0,0.497,0.948,4,-7.363,1,0.0492,0.0003,0.104,0.528,0.655,138.685,4,breakbeat
English Breakfast,32,144000,0,0.796,0.626,5,-6.637,0,0.122,0.0337,0.837,0.107,0.638,80.009,4,study
True (feat. Lil Terrio),11,132933,0,0.887,0.722,11,-4.282,0,0.278,0.00995,0.0,0.0924,0.857,90.011,4,kids
Tô Fazendo Falta,44,192000,0,0.6,0.898,2,-4.509,1,0.0433,0.334,2.49e-06,0.224,0.95,182.082,4,forro
Jugando a las cartas,22,130573,0,0.329,0.824,11,-7.892,0,0.359,0.0266,7.81e-06,0.114,0.715,187.762,4,goth
It's Gonna Be A Fine Night Tonight - Mix Cut,18,139360,0,0.435,0.95,7,-9.107,1,0.107,0.0567,0.151,0.31,0.235,173.158,4,happy
Better With You,56,197957,1,0.696,0.34,2,-9.37,1,0.038,0.913,0.0,0.124,0.623,107.065,4,sad
Correndo pros Seus Braços,25,375613,0,0.634,0.808,4,-6.407,1,0.0285,0.014,0.0,0.884,0.285,109.015,4,groove
Wayne County Hill Cop's - Omar S Mix,11,443602,0,0.742,0.975,10,-5.749,0,0.038,0.00014,0.913,0.257,0.669,121.011,4,detroit-techno
Das ist der Moment - Single Mix,25,183426,0,0.674,0.964,9,-2.404,0,0.0379,0.0486,0.0,0.108,0.748,130.099,4,party
Renegades,53,244538,0,0.536,0.857,5,-4.254,0,0.0614,0.000849,0.000151,0.152,0.332,153.943,4,j-rock
Felicidade,21,410078,0,0.799,0.603,11,-11.2,0,0.0563,0.000202,0.816,0.104,0.152,127.004,4,minimal-techno
Pills & Smoke,35,154453,0,0.457,0.962,0,-4.118,1,0.0413,8.5e-05,0.054,0.155,0.662,113.363,4,power-pop
Anlamı Yok,44,193150,1,0.462,0.826,6,-4.841,1,0.322,0.435,0.0,0.204,0.576,173.544,4,turkish
No Rain - Bluegrass Rendition of Blind Melon,28,214543,0,0.59,0.525,0,-7.117,1,0.0303,0.693,4.45e-05,0.186,0.51,151.723,4,bluegrass
I Got U,68,285596,0,0.636,0.761,9,-7.752,0,0.035,0.00377,0.00784,0.0851,0.463,120.837,4,techno
Stir Me Up,51,208375,0,0.681,0.809,6,-5.285,1,0.35,0.0677,1.44e-05,0.114,0.449,210.095,4,deep-house
I Will Not Bow,41,216600,0,0.538,0.953,8,-3.685,1,0.0562,0.000169,5.49e-06,0.365,0.646,107.983,4,metal
El Aguijón - Remasterizado 2008,42,291453,0,0.661,0.709,0,-6.875,1,0.0494,0.025,0.0,0.0752,0.795,136.869,4,ska
Kalyan,25,187684,0,0.763,0.414,1,-11.165,1,0.0845,0.0829,0.637,0.0552,0.498,125.0,4,electronic
Paradise,69,222044,0,0.642,0.881,11,-3.537,1,0.0393,0.209,0.0,0.21,0.913,138.03,4,folk
"Popurrí ""Los Panchos""",29,298942,0,0.562,0.521,0,-6.974,1,0.0353,0.629,4.82e-06,0.17,0.683,99.429,4,rock-n-roll
Lalalove You,32,180813,0,0.616,0.757,9,-6.048,0,0.028,0.00033,1.14e-05,0.279,0.831,130.274,4,garage
Deixe-Me Ir / Tem Café - Ao Vivo,46,272277,0,0.616,0.714,7,-3.965,0,0.311,0.243,0.0,0.316,0.695,176.192,4,r-n-b
No Tomo Más,35,264240,0,0.676,0.887,4,-4.05,0,0.164,0.21,0.0,0.338,0.768,126.12,4,ska
"Mtg - Antes de Me Conhecer, Até Neymar de Cara",42,156461,1,0.633,0.641,10,-1.777,1,0.454,0.71,0.000491,0.14,0.59,83.804,3,funk
Merry Christmas Everyone,63,220160,0,0.534,0.904,9,-3.315,1,0.0369,0.129,0.0,0.128,0.96,202.899,4,rockabilly
Ne Olur Anla,43,221226,0,0.642,0.516,5,-7.957,0,0.0237,0.541,2.65e-06,0.0924,0.372,82.009,4,turkish
Crazy Legs,34,130440,0,0.468,0.622,2,-10.179,1,0.0382,0.516,0.0,0.318,0.776,169.614,4,rockabilly
Dying,18,288533,0,0.364,0.859,9,-3.625,0,0.0442,2.73e-05,0.808,0.132,0.317,79.95,4,black-metal
Árvore Cortada,53,423915,0,0.387,0.458,5,-9.953,1,0.0344,0.297,0.0,0.117,0.346,138.32,4,brazil
Jhoom - R&B Mix,73,298986,0,0.662,0.4,2,-11.2,1,0.0548,0.735,1.65e-05,0.0863,0.617,79.972,4,pop
What Is Love,42,231000,0,0.632,0.362,5,-13.499,1,0.0348,0.624,0.000194,0.108,0.299,78.968,4,singer-songwriter
Para No Verme Más - En Vivo,45,279995,0,0.513,0.584,0,-8.089,1,0.0343,0.597,2.4e-05,0.81,0.195,130.829,4,alt-rock
Me Da Pena Confesarlo,19,153680,0,0.714,0.256,5,-11.366,1,0.115,0.988,1.7e-06,0.102,0.642,121.485,4,tango
Blacked Out Whip,50,156687,1,0.798,0.482,4,-9.035,0,0.206,0.00368,0.0,0.122,0.689,92.012,4,sad
Não Pare Agora,43,269775,0,0.521,0.534,2,-7.343,1,0.04,0.436,0.0,0.129,0.168,138.119,4,gospel
Move My Body,27,240000,0,0.527,0.907,3,-2.592,0,0.0564,0.0281,1.82e-05,0.343,0.159,155.038,4,hardstyle
All I Know - Rolling Out Radio Mix,41,195949,0,0.505,0.926,1,-2.44,0,0.0491,0.272,0.00315,0.0443,0.805,173.996,4,drum-and-bass
Bhool Gaye,36,60957,0,0.649,0.331,7,-12.401,1,0.0434,0.815,0.0634,0.126,0.675,200.185,4,songwriter
Toxic garbage island,55,246680,0,0.238,0.98,8,-3.855,1,0.165,4e-06,0.169,0.234,0.13,185.3,5,death-metal
É Tudo,38,186373,0,0.66,0.643,9,-6.942,1,0.0368,0.575,0.0,0.089,0.847,136.667,4,samba
We Always Rise,11,257462,0,0.553,0.92,7,-2.143,1,0.139,0.00287,0.000135,0.113,0.174,180.057,4,idm
Tidal Wave,58,228826,0,0.522,0.868,5,-5.307,1,0.0412,0.0446,1.3e-06,0.635,0.514,173.96,4,drum-and-bass
Curls,58,197933,0,0.497,0.348,9,-10.593,1,0.0285,0.879,0.796,0.722,0.227,82.176,4,ambient
Sweet Child O' Mine,84,354520,1,0.454,0.91,6,-7.766,1,0.0448,0.0866,0.0996,0.116,0.629,125.116,4,hard-rock
Miss You - Remastered,69,288666,0,0.795,0.71,9,-4.746,0,0.0392,0.443,0.0215,0.344,0.845,109.689,4,british
Carrousel - Short Version,48,257851,0,0.662,0.429,4,-12.522,1,0.0437,0.0418,0.882,0.105,0.15,121.034,4,minimal-techno
Yuletide Pods,12,130800,0,0.63,0.589,7,-5.71,1,0.0289,0.0157,0.868,0.128,0.573,75.005,4,study
Mary Had A Little Lamb,17,30960,0,0.754,0.408,9,-6.456,1,0.0446,0.668,0.0,0.172,0.799,76.269,4,kids
Don't Tell Me,41,199041,0,0.395,0.61,5,-6.827,1,0.0415,0.23,0.0,0.0824,0.236,158.069,4,dubstep
Decaying,20,134146,0,0.294,0.847,8,-12.604,1,0.0365,4.9e-06,0.901,0.143,0.921,99.527,4,grindcore
Open Heaven,24,217120,0,0.381,0.981,4,-2.458,0,0.175,0.000851,0.0,0.337,0.463,152.886,4,death-metal
Love Letters Intro / Love From The Sick Side,33,197400,1,0.716,0.572,9,-10.455,1,0.271,0.13,0.0324,0.113,0.405,173.439,4,hardcore
The Clocktower/For the Dreamers (reprise),26,366720,0,0.295,0.464,8,-11.369,1,0.0373,0.573,0.772,0.389,0.101,80.543,4,show-tunes
Pink,63,235360,0,0.432,0.751,0,-5.124,1,0.0423,0.0134,4.58e-06,0.126,0.776,171.85,4,hard-rock
Next To You but is it okay if it's lofi?,42,156000,0,0.779,0.257,4,-15.347,0,0.0791,0.84,0.91,0.378,0.54,79.999,4,anime
ヒュッゲ,19,397973,0,0.562,0.434,9,-7.244,1,0.417,0.614,0.0,0.26,0.484,137.675,3,disney
Beni Kaybettin Artık,43,256673,0,0.444,0.684,0,-6.525,0,0.0379,0.658,0.000145,0.315,0.483,149.361,3,turkish
Por Amor Nunca Se Ruega,48,178678,0,0.661,0.795,10,-5.467,0,0.0533,0.467,3.36e-06,0.0992,0.938,179.96,4,reggae
Poznajcie naszą rodzinę,25,128345,0,0.814,0.32,0,-14.865,1,0.0974,0.454,0.841,0.0795,0.254,96.469,4,disney
Paani,42,193764,0,0.6,0.408,3,-9.873,1,0.0248,0.838,0.0,0.107,0.265,84.984,4,indian
Another Me (In Lack'ech) - Live At Paradiso,25,287312,0,0.592,0.777,4,-7.156,0,0.0374,0.0758,0.0,0.953,0.515,104.005,4,goth
Rapture (feat.Nadia Ali),56,253586,0,0.661,0.855,8,-8.403,1,0.0377,0.0722,0.0185,0.199,0.601,123.943,4,disco
bad days,43,206058,0,0.66,0.498,7,-6.539,1,0.0322,0.471,0.0,0.124,0.382,131.946,4,synth-pop
Codeine,58,329125,0,0.495,0.532,1,-8.846,0,0.0528,0.0227,0.354,0.331,0.0514,140.004,4,brazil
A Ilha - Ao Vivo,46,287159,0,0.649,0.665,4,-7.912,0,0.0284,0.221,0.0,0.909,0.928,89.978,4,brazil
Los Piluchos,42,112920,0,0.526,0.862,4,-5.7,1,0.0922,0.179,0.000166,0.431,0.851,124.21,3,folk
Enchanted,37,171693,0,0.382,0.223,3,-13.817,1,0.0324,0.903,3.23e-06,0.282,0.292,79.395,4,rockabilly
"Vem, Eu Mostrarei",44,214087,0,0.252,0.217,1,-10.745,0,0.0304,0.883,0.0,0.121,0.163,69.779,5,brazil
I Hear You Now,32,288200,0,0.739,0.417,4,-13.345,1,0.031,0.276,0.0268,0.108,0.279,115.197,4,new-age
Electronic - Remix,5,362400,0,0.699,0.683,6,-14.507,0,0.0443,0.000132,0.803,0.259,0.461,128.174,4,detroit-techno
Pure White Noise - Loopable with No Fade,35,73886,0,0.0,0.0,0,-8.437,0,0.0,0.0,0.0,0.0,0.0,0.0,0,sleep
Depression & Obsession,71,144733,1,0.769,0.156,11,-10.7,0,0.035,0.585,0.015,0.102,0.527,105.95,4,emo
Rollercoaster (feat. J Balvin),60,187269,0,0.774,0.687,9,-9.994,1,0.0744,0.116,0.0012,0.129,0.791,98.993,4,dancehall
Tudo Azul,39,208901,0,0.823,0.579,0,-6.503,1,0.0282,0.727,1.21e-06,0.197,0.83,122.963,4,forro
Call Me A Dog,55,304506,0,0.294,0.591,7,-9.712,1,0.038,0.153,0.0,0.126,0.327,146.259,3,grunge
colorblind,70,193976,0,0.661,0.776,8,-5.054,1,0.0366,0.125,0.000152,0.119,0.17,145.993,4,electro
Ghostride,67,126120,0,0.665,0.351,2,-9.424,1,0.0276,0.516,0.819,0.109,0.451,87.057,4,garage
Soft Skin,11,84149,0,0.212,0.962,7,-5.798,1,0.185,0.000107,0.664,0.071,0.214,77.548,4,grindcore
Sonda-Me,29,278280,0,0.359,0.612,9,-4.353,0,0.0306,0.0904,0.0,0.0907,0.252,136.912,4,rock-n-roll
M.i.a. Meine Gang,36,218851,0,0.816,0.864,7,-2.755,1,0.0714,0.175,0.0,0.0811,0.714,135.989,4,party
Unforgettable,49,208418,0,0.366,0.939,8,-3.505,1,0.231,0.00298,0.0,0.128,0.435,158.058,4,grunge
